0,1,2,3,4,5,6,7,8,9,10,11,12
-412.28494,321.45496,-1.8791896,-55.00363,23.505089,8.268662,-26.713768,-2.3639646,6.7728014,-10.838201,-6.4457326,2.6561732,-6.074939
-396.24445,310.92572,7.1492243,-52.481823,19.618214,9.466213,-24.726694,-3.737288,6.223143,-12.237953,-9.632797,1.9185513,-5.442628
-441.02832,312.44324,3.26295,-45.946312,30.473835,14.0248165,-24.702908,-3.0780632,6.371455,-11.965603,-8.302057,4.026843,-2.1582742
-414.0899,284.37915,6.9132614,-36.722473,33.295742,15.526592,-23.050446,-5.04677,4.5981197,-14.107483,-9.675198,5.203638,-2.3561182
-406.88644,283.70966,3.7774377,-38.37114,34.718887,18.063774,-23.84776,-8.622164,0.5864897,-16.597033,-11.821355,3.726165,-1.1547052
-450.25534,304.58682,-6.37833,-38.05208,39.263367,9.860237,-25.74662,2.818538,6.9194145,-14.007344,-5.538438,3.6824102,-5.0788713
-398.2872,263.87598,12.764335,-28.48037,29.768555,15.998575,-22.34996,-8.1984,5.425108,-10.744661,-9.407963,4.2037144,1.335981
-419.46762,301.40344,-2.7994056,-44.826645,37.891968,17.784395,-29.185555,-12.567549,0.04856079,-11.987881,-3.6896725,7.355064,-0.7432306
-381.0718,273.38208,4.922778,-44.103542,24.792627,11.533899,-28.016237,-12.178917,3.1341877,-9.359161,-7.3552938,4.5964384,-1.4729035
-418.25418,288.40582,7.140536,-40.395905,29.877195,14.221065,-29.857815,-11.161268,1.9907546,-12.761529,-9.447739,5.4642844,-0.48614722
-442.1118,297.17133,6.786434,-37.20038,37.243736,15.474132,-26.396206,-6.897583,3.4565663,-15.143145,-8.249046,4.1637125,-2.040461
-482.51324,290.2502,11.471292,-26.518148,40.633457,15.65201,-20.31433,-1.7398937,4.1350236,-11.705994,-5.3688474,2.6198494,-6.283495
-454.78265,288.49728,14.256423,-29.513477,38.276756,17.75236,-22.23317,-5.0522285,5.21136,-11.15478,-6.7191935,0.98691773,-6.1114454
-385.00778,288.91595,-6.1395464,-56.4741,25.488945,22.031998,-22.647999,-14.022438,2.9630394,-8.952442,-8.391726,1.7271953,-4.401815
-439.39487,286.5892,8.550203,-36.76261,35.217865,19.053074,-21.689274,-5.9526687,3.059764,-11.750727,-5.7806396,5.4376116,-2.430739
-437.4306,250.14978,20.865458,-24.704462,30.24535,21.17504,-15.538279,-9.401913,1.2309648,-10.243847,-7.262731,4.476548,-0.6951678
-400.26923,262.5833,17.059425,-32.963646,25.95505,20.531235,-21.864027,-14.831797,2.7637596,-6.4886236,-8.797235,-0.7678167,-3.5575118
-489.5632,287.89978,15.338294,-25.61784,36.931038,14.190771,-19.007675,2.8690765,7.6932898,-10.561957,-5.000795,2.2479076,-6.9581537
-371.61084,254.02661,21.218208,-39.886105,17.197903,15.143177,-20.462975,-12.698336,3.3711514,-8.687812,-12.188891,0.37263435,-0.7613325
-383.52188,239.0184,25.419277,-31.215542,16.260687,13.616699,-18.934212,-10.263926,4.42499,-7.498874,-13.501947,-1.5621277,-0.9474848
-321.5302,276.3145,21.8912,-44.214745,15.817602,11.835771,-27.428099,-20.738008,-2.261916,-11.555934,-13.935871,-1.0437285,-0.9819743
-411.04587,289.6457,10.551662,-40.49166,29.181578,14.91627,-26.246378,-8.737744,3.8675058,-12.122979,-9.307501,2.833458,-3.14965
