0,1,2,3,4,5,6,7,8,9,10,11,12
-312.57483,221.8408,1.3721023,-17.675999,49.13353,20.119213,-15.775887,0.056277543,10.24102,-4.662613,-6.0159826,-0.70472246,-2.565454
-328.214,205.86687,8.813652,-12.642603,39.89586,19.566978,-10.673584,0.6505648,7.867996,-1.3403958,-0.6681824,2.1459866,-3.1551127
-255.94438,248.22202,2.0789104,-10.830635,42.16646,-4.3685846,-22.56169,9.164133,7.1239114,-11.1388645,-5.230935,-1.1763961,-10.577278
-259.14807,227.91835,-2.3814492,-1.6799357,53.044525,16.993011,-16.91616,4.002269,6.456011,-8.7921,-3.3870552,-0.42728627,-1.2564642
-254.28812,256.99158,20.898167,-6.9482174,42.711807,14.706823,-15.089321,9.476124,14.18807,-6.0565004,-1.1632495,2.631289,-3.9853745
-270.32224,223.49142,11.780548,-6.6114945,46.630417,21.935944,-8.007612,11.08639,15.952925,-7.3560004,-6.9498787,5.470645,2.91529
-274.4013,247.44107,-8.507938,-15.029291,56.49039,23.034367,-15.202309,6.795189,7.6807175,-8.966055,-4.1001387,1.496481,0.72946817
-241.54349,250.08708,-11.841306,-2.4445043,57.505005,17.299566,-17.18281,12.251918,13.640007,-7.7977505,-5.020916,-6.483322,-11.198977
-275.86047,240.13828,-3.508248,-4.4560833,55.365486,23.319798,-5.2610908,12.660653,10.227255,-5.953621,-8.880231,-9.2214985,-5.8586965
-271.5229,252.08774,10.841143,-14.5970335,40.696613,18.358047,-14.607956,2.9151716,9.123684,-8.05913,-5.249304,-4.988685,-11.525853
-246.11752,234.4666,17.695835,-7.7782516,40.99484,16.109865,-15.720112,4.380589,15.114765,-1.3133096,-3.4766574,-2.0665848,-6.6299124
-326.644,253.7374,-6.230835,-23.621647,45.28772,15.713205,-21.307072,10.748421,13.537582,-9.759768,-3.65764,1.6002591,-3.483457
-282.20203,239.75206,-0.3767864,-4.40304,59.48951,25.397621,-9.509022,6.289407,1.6857882,-12.910155,-3.1174135,0.75551736,-11.767278
-277.62088,248.30402,16.893581,-18.825535,41.547592,25.805948,-14.991531,-0.2604097,10.988058,-4.0790286,-3.7862015,1.8738606,-4.475373
-276.43198,236.74933,2.4521694,-21.202799,49.76573,29.427507,-14.742081,-0.09162096,9.637108,-4.5668097,-0.8587278,7.7006865,-2.4745393
-261.62796,251.54935,3.062718,-15.934904,46.998634,21.893225,-15.317284,2.1850734,8.409334,-9.219233,-7.278704,-1.1639078,-4.6744165
-264.72922,246.02826,-12.043034,-23.69971,53.4665,25.337303,-18.72057,0.32018024,1.907784,-7.723096,1.8197391,6.214322,0.39532423
-254.52083,254.94681,0.78265065,-22.474121,47.980385,26.528625,-9.32855,3.34416,6.633379,-6.2188845,1.3950881,7.577031,0.39428246
-249.89699,217.01938,-1.0307505,-9.1537285,45.66302,17.927662,-4.156375,10.639845,9.459045,-1.184301,2.1604228,2.3429887,1.256507
-306.86102,210.57971,18.47611,-2.5413437,51.70201,30.924618,-4.90712,1.2753494,12.371522,5.5663395,-0.7580385,1.2637471,-3.9597416
-258.96643,242.88864,11.747118,-14.156876,48.14766,25.317934,-12.012789,3.4325876,8.678188,-10.8589115,-9.133972,-0.21182343,0.31133094
-261.82718,263.7303,-14.453082,-13.356281,59.034805,26.011045,-27.320719,-1.9732673,7.2095375,-6.590228,-0.42731822,2.7647672,-7.3200045
-261.8166,213.12463,8.6467705,-9.987137,50.053864,26.203613,-16.76677,-2.9150248,10.532095,0.56639767,-2.9190118,-0.29306424,-3.4918256
-304.99902,223.21745,-1.0487309,-2.6439066,64.726166,38.765762,-11.366911,-2.7032523,7.233261,-2.2043679,-5.304171,-5.548134,-9.317516
-282.25824,250.34296,6.6618695,-5.190666,61.25672,27.792246,-14.812881,5.414866,18.310776,-4.7303715,-6.1505804,-3.3889544,-8.391964
-304.59467,257.16406,-2.8656933,-11.717739,52.948685,26.979187,-10.370523,2.2397566,-0.41712224,-10.34638,-6.219263,-0.88209885,-2.3607202
-280.08655,258.39697,-1.6460223,-15.068548,48.349762,8.29583,-22.888134,5.8036757,10.385504,-8.018219,-5.030758,5.6540313,4.83829
-310.5406,232.65384,4.2690687,-7.9158916,48.75427,22.073006,-10.550167,5.6457844,9.903731,-6.544035,-3.9897494,1.4958528,-5.5547633
-316.3669,230.96397,-0.26092964,-11.319796,55.424778,36.595894,-11.503459,2.4761496,10.394696,-3.6473546,-2.0757685,5.6022615,-3.6203713
-290.79517,221.93094,1.0052375,-11.616625,53.755894,25.227318,-8.999014,7.9077067,7.2413177,-5.018193,-0.12021795,3.7682748,-3.434906
-291.9075,239.25807,14.299701,-8.92638,46.60092,20.924883,-16.006416,3.2402897,17.68481,-0.6944423,-4.6297526,3.7509851,0.056239657
-350.03442,249.89545,0.3919384,-20.339455,47.921196,23.430847,-18.17015,1.5222294,8.2346115,-10.71044,-2.7570531,9.588069,3.3592901
-320.96707,234.28607,7.6302733,-16.179146,43.769897,26.236584,-9.692377,6.700352,15.279085,-2.7399511,-7.944069,0.96790767,-2.2718358
-333.1873,246.01581,10.436211,-15.780172,46.51074,26.074924,-10.674059,3.6097906,11.690634,-7.0135126,-8.361026,-0.9050092,-5.0663557
-303.9956,225.38245,-1.0193318,-5.499209,56.975403,27.02615,-12.358961,2.0016787,5.038635,-10.182762,-12.2512045,-4.873293,-7.073348
-308.6681,257.92273,5.4480023,-5.3408566,58.18137,22.632973,-17.40212,0.8412727,9.176865,-6.538192,-7.3206635,-5.091342,-2.781945
-301.0562,230.16385,15.241671,-5.2044277,40.28002,17.013474,-12.088991,7.6283703,15.730303,-0.8705062,-8.5685425,-8.585477,-8.645187
-264.04474,254.31973,-4.13877,-18.490185,48.068348,23.263653,-11.850973,12.59519,12.392553,-9.707939,-7.5318832,-4.7087483,-6.564231
