0,1,2,3,4,5,6,7,8,9,10,11,12
-665.5959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-252.44795,188.10248,-17.661068,44.207817,-9.002009,23.805206,0.13288021,8.440208,7.3076286,6.4969263,5.575119,9.778019,5.2405987
-263.75812,191.97812,-12.678955,38.81817,-5.4303436,23.423248,0.04761201,7.026925,6.6305466,6.5489807,6.790042,11.013212,7.349715
-395.78174,175.6872,26.57415,31.114727,21.857775,19.841,16.40443,11.31627,17.123236,8.21091,13.018828,20.378292,10.601402
-393.8227,184.69699,8.893488,29.424713,24.102198,18.11176,18.550783,3.9167516,13.714695,2.5746012,10.116409,21.821695,15.108457
-445.12085,172.23111,31.563663,23.457775,40.365997,17.778824,14.032623,20.761246,10.251575,2.3807209,10.166653,19.0362,22.563358
-444.2369,170.83914,45.59812,30.627338,35.782333,19.52674,17.10065,18.742235,7.8415174,7.0258055,9.095743,12.785152,21.615786
-260.20093,189.42964,-11.12909,39.554993,-4.631525,21.979488,0.5577655,8.56147,6.1062527,6.594499,5.4755616,10.691754,7.298192
-257.4346,182.43298,-12.889527,37.901634,-8.293091,28.599844,-6.2207093,16.686672,0.34792686,12.069035,0.7157352,13.841624,3.9342089
-257.9174,174.0433,-7.164492,37.44256,-9.6621895,25.908098,-6.164349,14.27723,-2.3610222,13.199673,-2.7769,12.747437,2.352122
-258.3845,176.32117,-7.0293217,37.53277,-4.5067835,30.381054,-5.6086326,14.979997,3.6790223,13.878811,-2.2430406,14.282343,5.932656
-285.7317,150.83276,-16.488562,36.72743,-9.464781,35.874954,-10.447067,18.342867,1.1398245,19.757801,1.994214,11.518543,0.8889273
-268.127,145.85413,-5.6654215,53.654057,1.157481,37.552834,-6.8725114,24.210999,-5.096429,17.616375,4.960946,6.9744415,2.407465
-246.24245,136.34612,-10.286667,53.578217,-7.1105556,36.95385,-5.210701,24.611227,-4.182888,19.254547,2.0104616,12.918949,-0.087047935
-271.85144,198.9747,-44.79136,37.26287,-11.314223,22.750809,-7.143903,13.532221,5.3738527,9.913425,2.8491309,12.177551,-2.6664839
-374.99475,156.80371,8.300124,16.727081,8.864987,11.75885,6.7035947,5.0745373,9.950527,8.368695,5.948002,10.164672,4.581435
-222.42203,110.60755,-35.2646,44.25234,-38.16015,23.259478,-42.869286,4.892918,-19.743546,-2.335413,-6.526906,-4.5056677,-3.319416
-210.74544,115.54448,-42.86613,27.331057,-52.704975,1.8897629,-31.388298,2.640782,-28.957634,-4.609438,-19.83428,4.3984714,3.096707
-155.88474,116.86217,-51.803852,42.18135,-56.528446,17.93448,-33.13655,2.3919015,-44.480515,1.3555069,-17.28283,-4.4396563,-2.3083715
-195.108,106.61316,-47.095074,37.062088,-27.740692,31.317776,-15.053907,-2.6330767,-32.987465,-13.032896,-15.731684,-15.147727,-18.901312
-177.20932,86.38526,-42.519806,44.53967,-35.772415,28.810059,-27.937191,1.434931,-29.43634,-8.869895,-20.24526,-9.655046,-18.432096
-189.55795,103.760605,-46.08102,41.03276,-34.747276,26.077656,-34.84217,-3.3590207,-34.838757,-7.169282,-13.516907,-0.1144996,-9.731425
-143.52466,87.63338,-59.18612,43.90253,-44.367126,22.988264,-43.41687,-16.132347,-38.982555,2.2191496,-12.424849,6.027562,-11.987494
-154.12332,108.39438,-47.108788,35.740257,-30.61012,23.709301,-27.74105,-9.659668,-31.451267,-0.36037987,-10.852639,10.9304695,0.24668062
-148.87775,150.4271,-12.515102,31.515686,-9.175297,37.31274,9.973415,15.026607,-5.151803,25.190697,0.7298578,9.312254,19.20538
-138.47517,91.44497,-17.904709,53.926857,-31.803534,54.931602,-21.712208,17.804243,-21.55135,7.5881166,-10.438769,0.9402939,-5.0911922
-136.66571,97.80266,-35.79583,57.057953,-50.022705,38.055412,-27.95411,22.773384,-35.972595,16.703901,-9.453945,10.215379,-2.661171
-141.26549,96.8837,-32.185066,55.17312,-27.459442,43.950306,-26.420834,10.037269,-32.82869,9.773022,-12.826067,-1.3133795,-8.839116
-118.3103,100.62396,-34.6377,47.203705,-39.502106,34.96936,-32.713776,19.708088,-32.786476,6.2820516,-12.843833,7.709649,-0.886307
-141.94917,98.90911,-36.10649,40.125595,-38.058437,35.473927,-26.472208,11.2733965,-31.619385,3.5145335,-14.459492,4.9517183,-5.629957
-120.80531,105.806305,-34.89185,55.954094,-42.721104,41.59252,-26.390917,15.931142,-37.851147,9.734919,-13.88689,4.3439026,-6.20748
-129.66512,92.27226,-39.020348,58.839966,-47.359,40.25005,-33.135166,17.653305,-35.156372,7.0671782,-16.515583,0.7447416,-3.1340187
-118.63538,97.63832,-42.609085,54.84954,-36.054962,37.60364,-34.072258,13.262323,-34.108017,9.224922,-12.939716,6.6814594,-5.737358
-106.652916,93.33399,-37.83522,58.704575,-28.810211,39.95646,-25.654594,23.18956,-31.389996,1.8574002,-17.253838,-0.48090363,-5.827177
-144.1503,140.78973,-20.7683,48.47264,-13.482773,36.258533,1.1253631,26.398575,5.318961,-2.382973,15.0723,6.6457424,-2.7939923
-142.64783,94.03972,-37.5187,58.58878,-32.517746,42.328606,-15.396233,22.917225,11.744975,6.64221,23.157452,12.378558,0.001987934
-82.01256,112.63902,-39.161823,51.900665,-28.450428,40.673744,-16.118353,17.051798,-2.5708013,14.0254345,12.9090805,16.55227,4.157541
-140.12604,115.20615,-39.141373,47.177742,-25.667664,42.19355,-16.895512,26.840118,-6.2881103,16.528015,8.864647,12.648225,-3.0557504
-122.18774,113.00723,-52.759514,50.210537,-42.387585,39.42267,-28.096409,26.52935,-10.965385,0.93657196,8.244819,5.8171535,2.148437
-137.11801,108.56224,-19.738953,57.959038,-13.16629,42.43205,-8.721928,25.68285,1.6668307,8.959248,12.719624,7.0449147,3.2358305
-156.38313,102.06121,-38.848656,52.565514,-36.777725,40.00298,-31.822704,18.97955,-7.406155,8.009085,-4.6693306,5.3576956,-5.7218733
-140.9403,112.30639,-31.540955,48.243122,-27.323528,35.721054,-16.895351,17.276213,-4.995016,5.5873857,1.0830781,7.718642,-0.7872479
-138.3003,114.728455,-26.203758,53.64292,-33.36734,41.511963,-18.938873,22.90504,-5.2047486,8.039269,3.893704,15.594813,6.2079835
-111.73098,130.77477,-28.360783,48.92212,-17.325813,37.622032,-17.499073,12.608414,1.6695263,3.5452125,7.99077,2.2161403,-1.8373969
-125.925964,126.19278,-25.735949,62.160767,-28.40532,42.489685,-17.33339,13.940086,-8.544584,11.879486,-2.621782,8.563759,11.515084
-113.6459,109.200165,-46.8767,35.442276,-50.455753,32.833496,-33.24369,3.4074001,-32.981693,5.797483,-22.478354,0.94174707,-0.95058155
-41.35753,97.271194,-33.917126,52.80258,-41.8395,37.59069,-27.190304,19.24334,-17.384449,15.972229,-4.113682,16.202312,5.197386
-70.551,112.53979,-29.791897,49.94834,-33.26844,38.420517,-20.020153,24.041466,-4.336014,20.184616,2.6326392,14.608974,2.5338159
-58.654133,103.91586,-19.505028,63.618927,-32.068886,48.377533,-17.234615,23.849216,-11.970154,16.31277,-3.765861,12.433967,-1.8071501
-76.11518,121.191216,-22.653933,61.853004,-26.728374,37.904865,-15.2686,19.620684,-12.642176,11.194807,-6.334012,9.559943,5.754154
