0,1,2,3,4,5,6,7,8,9,10,11,12
-221.55667,240.09207,-21.02095,-35.985004,41.851665,10.452135,-28.6636,-8.0311365,1.2477771,-20.677078,-20.520977,-10.945627,-8.378885
-168.99297,237.37561,-36.94313,-15.358412,65.749176,7.6053123,-33.299362,11.19042,7.039958,-17.690155,-10.769065,-6.581358,-19.973833
-215.41267,247.99088,-29.188786,-27.763157,54.806755,7.488065,-32.171337,5.3785496,5.367626,-22.88554,-16.666655,-2.0040495,-11.55777
-210.47186,254.77478,-30.287159,-34.96595,57.545326,21.03049,-29.057875,-2.485853,-2.762364,-22.520695,-8.65433,7.1909037,-6.166932
-331.4771,168.59329,-9.437239,-1.3222758,31.51424,16.765015,-18.435879,-2.0381522,8.768131,-8.393385,-12.407286,-3.430006,-7.8883533
-288.29016,228.63167,10.341354,-0.81721663,78.52433,50.749657,-23.018204,-17.405014,2.994932,-7.6054664,-11.451679,-8.617367,-16.429089
-259.52954,215.50513,-9.546036,-16.565271,51.794518,27.124317,-16.874304,-10.468322,1.5736606,-12.411785,-7.5756464,-3.2325218,-9.72777
-269.03326,239.25278,6.9391747,-19.823189,39.501396,18.897474,-19.182896,-1.7129159,0.13606012,-16.561094,-9.231071,0.54105854,-5.8941665
-288.97772,220.84299,19.064941,-8.557055,39.244705,22.550371,-14.467745,-5.072174,8.851919,-10.502787,-14.156441,-6.782218,-6.9283257
-277.69153,223.71083,15.357676,-13.066414,29.519028,13.03076,-23.944872,-7.2972665,8.35943,-11.527866,-20.280258,-4.15185,-3.0171041
-365.65265,169.32434,-16.747658,-15.406777,41.962395,17.975227,-24.647797,-5.9203196,-0.23722607,-16.587013,-12.492527,3.0350788,-6.3768945
-276.86194,237.21124,1.0201778,-8.062695,52.46238,22.419468,-26.92743,-11.853997,-0.07776812,-11.917506,-13.29523,-1.9172258,-10.080231
-325.0266,219.88214,5.649741,-20.29783,40.23969,26.886038,-18.491425,-8.138548,5.7865696,-8.4590225,-12.966873,-3.1775804,-2.8586483
-345.0986,239.16164,7.522825,-9.463743,36.491077,6.29402,-19.034893,4.005708,11.578949,-13.386588,-16.807827,-5.0953875,-6.8222046
-242.83412,241.50407,4.0077014,-30.21357,30.85893,5.455564,-30.029652,2.7912455,10.032541,-8.784239,-12.663264,-6.3077593,-9.678303
-235.71022,225.39372,6.079585,-33.42331,16.089657,10.706821,-18.24065,-7.978622,-10.193407,-22.029442,-17.808601,-7.7657566,-16.264835
-321.96957,244.5961,22.093147,-23.039608,1.8541963,-7.1602564,-15.53765,9.962376,10.967749,-9.198825,-10.698277,-8.160073,-9.179385
-290.44034,222.0028,-5.153603,-15.8678,41.964214,15.414003,-18.56106,-7.374279,3.58115,-14.662334,-16.01212,-7.772001,-10.65776
-355.14053,222.43506,5.138852,-1.4174976,50.4863,19.239231,-16.214588,0.26631483,4.264572,-15.298706,-7.040314,-2.4107227,-7.6977487
-311.96738,194.77603,-5.700785,-18.558403,26.625275,17.41996,-14.251143,-9.280996,0.1310569,-4.014142,-2.8185296,6.0871415,2.8318992
-248.88809,239.207,-20.91467,-20.23618,50.694435,12.087247,-31.842686,-3.4653044,5.467278,-20.934544,-18.25747,-4.1195745,-7.8351784
-289.77954,224.33255,-19.557215,-20.637514,69.197876,37.641483,-20.695736,-10.768173,0.20089737,-21.063477,-14.239459,2.064216,-6.186905
-282.85687,232.76958,-4.415015,-29.585752,20.295303,11.23027,-21.22912,-0.4705158,2.4695032,-16.568806,-11.220859,5.9873924,-1.0067098
-251.67516,251.34299,-7.124126,-29.00866,48.281662,25.267056,-30.872534,-21.041811,-6.7546105,-20.81734,-16.971912,0.839537,-2.9137807
-295.2534,254.5903,21.351746,-16.41579,32.041985,19.97546,-17.145157,-5.9024363,5.7622876,-13.111923,-14.711441,-0.050759614,-0.45386308
-547.77234,56.027145,34.912666,19.93397,15.436534,12.553716,8.251514,4.385569,2.5622947,-0.037846565,-2.1044827,-3.476581,-3.625867
-528.0913,61.441154,23.041029,13.815315,23.663372,17.865257,9.36611,10.805134,8.541765,-0.03045988,1.6993821,3.7975063,2.300159
-412.8219,181.7915,4.2558255,-5.3905087,44.85823,26.03125,-5.001153,5.974291,-0.51115274,-17.390377,-6.3971376,2.2813427,-4.379432
-287.52173,204.2261,6.389582,-14.852871,39.9402,28.712563,-25.461153,-13.482337,9.02677,-4.365891,-19.872213,-9.873278,-5.1897664
-422.5445,177.90375,20.499582,-8.147253,28.6282,23.918295,-9.49537,-4.3340693,6.3938904,-2.3721428,-5.257907,-1.295746,-2.2028496
-484.38232,136.33029,8.072453,-7.494537,20.134449,20.187977,-1.8182619,-1.4554839,7.819696,2.3315654,-1.6216733,1.120107,-0.6740386
-329.39114,184.00085,24.446852,-1.2615774,40.61895,27.373016,-8.990101,-5.251654,6.1671877,-3.4136958,-12.870788,-1.929849,-3.8286328
-412.38394,137.58752,-0.5660461,-13.220509,15.915327,14.969815,-2.1299143,2.681737,9.748606,0.08420062,-12.998046,-5.7993584,-0.47533303
-516.11334,49.346565,13.980997,-2.8104887,18.665928,14.826609,5.514374,9.50392,9.140987,-0.37584007,-5.0129642,1.4455526,0.49300474
-443.15002,78.35802,10.863472,2.0279877,13.71253,9.564194,3.1839015,1.5267199,5.032195,2.934637,-4.9774218,0.26784015,0.15882882
-313.9682,220.71747,18.70671,-16.887722,29.4094,10.912359,-21.817127,-12.340363,8.234555,-5.297109,-19.689186,-8.091143,-0.7953248
-352.8974,196.31712,12.679261,-10.267566,41.345604,28.982985,-16.188309,-5.53841,8.772707,-7.574197,-17.555618,-9.466878,-7.1699877
-556.09235,95.946526,25.185654,3.6887238,16.3189,17.495178,7.7190437,4.237837,6.0209394,0.49666923,-2.5928898,1.9979417,4.447978
-344.77386,189.1242,-27.923561,-20.29081,54.200752,22.987259,-25.311718,-11.887023,-2.400829,-22.996767,-15.9839735,-2.571354,-9.791187
-318.52554,235.85947,9.540463,-24.98569,28.523643,17.337633,-26.739147,-11.938784,-0.74922,-13.592256,-18.078753,-1.6110222,-1.9540999
-306.69647,213.22595,6.94113,-14.403646,46.622856,25.516148,-15.5023155,-9.401503,1.0990548,-15.075949,-9.278577,-0.7873623,-9.129028
-509.8359,120.5338,7.412075,0.9230655,26.914715,13.922513,-10.498354,-0.8819578,5.6843204,-4.059181,-4.723211,0.7766254,-0.8056818
-385.98672,179.02744,7.84834,-9.9065695,39.004635,28.898148,-11.570465,-4.983695,4.873273,-6.832052,-8.887671,-2.1232495,-2.42848
-283.8008,214.68579,-19.95404,-17.89281,44.79132,28.079113,-31.685139,-11.916936,4.868651,-12.723455,-25.431393,-12.878492,-11.085493
-280.22333,229.61137,-0.35939553,-26.276775,36.70397,27.032438,-18.860699,-18.948967,0.53803265,-12.405733,-18.788565,-5.9651875,-6.061122
-245.65205,239.30951,-17.31275,-34.022278,43.384758,16.223824,-28.253807,-5.9608574,-2.670267,-20.091183,-11.461569,11.194195,3.801527
-187.56409,262.89734,-31.986404,-31.245289,53.618492,13.539668,-30.59394,1.8094122,3.214355,-23.800316,-15.736134,0.32234693,-3.7391658
-320.81845,186.75854,-20.00175,-13.651276,60.05343,24.652813,-23.987146,-7.1237636,3.754989,-9.043731,-13.227887,-6.800519,-10.413464
-214.161,256.31082,-24.153223,-35.028786,55.922813,17.3237,-30.817677,-5.8900576,-3.4233255,-25.484955,-18.969002,-0.29368323,-6.5459366
-219.3958,217.34894,-14.597317,-20.730614,45.515335,22.671946,-21.985584,-9.473195,-3.2306612,-18.022486,-14.47114,-0.9930759,-6.530936
-177.1191,263.21088,-20.594698,-37.80885,35.129566,10.799776,-34.47074,-2.3183293,11.967157,-17.130356,-19.57814,-1.388532,-4.604012
-181.89075,261.76242,-17.038708,-31.267954,50.115604,7.7767296,-39.67139,1.2325717,11.108639,-20.441776,-15.199624,3.6778135,-4.425849
-238.83162,274.427,-9.58046,-39.247025,39.57376,16.60189,-32.558784,-0.6748766,13.8072195,-19.370493,-21.111843,0.16505145,2.619181
-315.7674,219.28014,26.750925,-6.366904,34.550213,28.145798,-6.502377,-3.4348013,3.2349994,-8.75851,-11.214496,-2.398949,-8.6849785
-314.7618,254.98885,-5.1845593,-15.633552,58.36676,25.469286,-21.367517,-5.207609,3.3636527,-16.376274,-8.182805,7.2110925,-5.3145714
-282.98358,245.86676,-6.1969423,-26.18618,49.71021,19.181099,-19.366154,-4.300309,-1.8701243,-24.370258,-15.690239,1.5152432,-4.4922733
